item 115, 88.01, 69.56, "item 115"
item 116, 47.08, 84.92, "item 116"
item 117, 15.45, 50.97, "item 117"
item 118, 60.36, 65.56, "item 118"
item 119, 82.5, 11.93, "item 119"
item 120, 62.03, 15.64, "item 120"
item 121, 77.2, 34.41, "item 121"
item 122, 50.01, 86.23, "item 122"
item 123, 6.53, 37.24, "item 123"
item 124, 53.46, 24.39, "item 124"
item 125, 98.28, 36.97, "item 125"
item 126, 71.67, 12.66, "item 126"
item 127, 32.53, 54.84, "item 127"
item 128, 45.04, 62.8, "item 128"
item 129, 50.11, 1.48, "item 129"
item 130, 12.77, 63.52, "item 130"
item 131, 0.47, 89.12, "item 131"
item 132, 40.41, 77.25, "item 132"
item 133, 59.23, 18.73, "item 133"
item 134, 33.2, 4.67, "item 134"
item 135, 67.01, 64, "item 135"
item 136, 85.73, 87.13, "item 136"
item 137, 15.37, 27.85, "item 137"
item 138, 57.38, 97.29, "item 138"
item 139, 33.33, 77.95, "item 139"
item 140, 3.97, 75.64, "item 140"
item 141, 8.16, 77.77, "item 141"
item 142, 41.33, 7.23, "item 142"
item 143, 8.15, 16.78, "item 143"
item 144, 63.56, 96.59, "item 144"
item 145, 61.8, 9.48, "item 145"
item 146, 90.1, 91.39, "item 146"
item 147, 87.57, 76.6, "item 147"
item 148, 69.65, 25.73, "item 148"
item 149, 61.82, 43.88, "item 149"
item 150, 25.87, 2.38, "item 150"
item 151, 58.41, 93.95, "item 151"
item 152, 90.5, 10.18, "item 152"
item 153, 92.91, 84.9, "item 153"
item 154, 32.26, 77.31, "item 154"
item 155, 56.72, 5.68, "item 155"
item 156, 57.21, 94.35, "item 156"
item 157, 32.18, 72.82, "item 157"
item 158, 25.1, 1.79, "item 158"
item 159, 38.03, 85.58, "item 159"
item 160, 99.47, 26.03, "item 160"
item 161, 66.89, 47.38, "item 161"
item 162, 25.13, 65.15, "item 162"
item 163, 41, 30.2, "item 163"
item 164, 5.27, 71, "item 164"
item 165, 30.68, 5.59, "item 165"
item 166, 33.06, 47.9, "item 166"
item 167, 51.17, 91.05, "item 167"
item 168, 17.55, 89.8, "item 168"
item 169, 77.72, 63.86, "item 169"
item 170, 32.18, 7.43, "item 170"
item 171, 96.4, 75.44, "item 171"
item 172, 5.57, 55.16, "item 172"
item 173, 38.57, 59.39, "item 173"
item 174, 69.2, 52.98, "item 174"
item 175, 30.58, 63.25, "item 175"
item 176, 73.92, 13.5, "item 176"
item 177, 27.23, 50.42, "item 177"
item 178, 88.49, 25.87, "item 178"
item 179, 87.39, 11.92, "item 179"
item 180, 97.12, 19.15, "item 180"
item 181, 93.23, 0.21, "item 181"
item 182, 20.18, 26.06, "item 182"
item 183, 10.67, 46.86, "item 183"
item 184, 92.59, 94.74, "item 184"
item 185, 38.15, 54.49, "item 185"
item 186, 47.54, 50.98, "item 186"
item 187, 93.01, 59.57, "item 187"
item 188, 70.03, 96.24, "item 188"
item 189, 40.52, 47.07, "item 189"
item 190, 4, 37.73, "item 190"
item 191, 79.26, 60.8, "item 191"
item 192, 19.9, 86.29, "item 192"
item 193, 58.29, 93.59, "item 193"
item 194, 75.17, 24.59, "item 194"
item 195, 16.58, 60.92, "item 195"
item 196, 29.15, 44.18, "item 196"
item 197, 3.14, 57.85, "item 197"
item 198, 6.35, 72.89, "item 198"
item 199, 57.68, 74.84, "item 199"
item 200, 36.79, 66.13, "item 200"
item 201, 5.57, 0.82, "item 201"
item 202, 40.83, 15.27, "item 202"
item 203, 48.86, 73.62, "item 203"
item 204, 67.47, 34.23, "item 204"
item 205, 15.03, 46.83, "item 205"
item 206, 39.33, 21.32, "item 206"
item 207, 59.52, 30.31, "item 207"
item 208, 5.78, 57.8, "item 208"
item 209, 4.24, 26.9, "item 209"
item 210, 56.16, 96.62, "item 210"
item 211, 34.78, 31.89, "item 211"
item 212, 99.25, 15.4, "item 212"
item 213, 71.73, 83.82, "item 213"
item 214, 72.27, 56.2, "item 214"
item 215, 77.82, 54.99, "item 215"
item 216, 2.83, 51.21, "item 216"
item 217, 61.96, 48.89, "item 217"
item 218, 10.73, 38.45, "item 218"
item 219, 93.64, 27.28, "item 219"
item 220, 2.97, 4.23, "item 220"
item 221, 46.81, 24.95, "item 221"
item 222, 84.97, 50.47, "item 222"
item 223, 50.8, 22.11, "item 223"
item 224, 83.84, 73.79, "item 224"
item 225, 38.02, 35.58, "item 225"
item 226, 55.15, 60.88, "item 226"
item 227, 42.86, 58.45, "item 227"
item 228, 24, 49.9, "item 228"
item 229, 24.29, 25.13, "item 229"
item 230, 93.13, 81.13, "item 230"
item 231, 56.09, 3.5, "item 231"
item 232, 35.99, 62.03, "item 232"
item 233, 52.51, 19.46, "item 233"
item 234, 81.34, 1.29, "item 234"
item 235, 75.18, 0.19, "item 235"
item 236, 87.08, 24.7, "item 236"
item 237, 97.08, 82.08, "item 237"
item 238, 96.02, 71.39, "item 238"
item 239, 83.49, 66.89, "item 239"
item 240, 63.82, 83.49, "item 240"
item 241, 86.5, 25.4, "item 241"
item 242, 50.16, 44.21, "item 242"
item 243, 39.51, 41.51, "item 243"
item 244, 68.49, 89.97, "item 244"
item 245, 81.42, 62.05, "item 245"
item 246, 96.53, 20.72, "item 246"
item 247, 36.25, 67.34, "item 247"
item 248, 60.1, 59.08, "item 248"
item 249, 23.25, 5.85, "item 249"
item 250, 16.26, 64.02, "item 250"
item 251, 75.12, 42.87, "item 251"
item 252, 78.1, 87.38, "item 252"
item 253, 97.41, 57.21, "item 253"
item 254, 43.32, 72.84, "item 254"
item 255, 10.88, 82.82, "item 255"
item 256, 11.44, 35.85, "item 256"
item 257, 80.49, 32.87, "item 257"
item 258, 0.2, 30.66, "item 258"
item 259, 49.51, 62.65, "item 259"
item 260, 1.07, 5.59, "item 260"
item 261, 65.41, 24.58, "item 261"
item 262, 45.4, 71.49, "item 262"
item 263, 5.39, 43.91, "item 263"
item 264, 88.64, 60.06, "item 264"
item 265, 83.61, 96.61, "item 265"
item 266, 57.83, 28.12, "item 266"
item 267, 49.66, 2.58, "item 267"
item 268, 49.38, 72.31, "item 268"
item 269, 68.61, 56.72, "item 269"
item 270, 8.85, 54.22, "item 270"
item 271, 6.18, 7.69, "item 271"
item 272, 71.92, 0.72, "item 272"
item 273, 29.93, 60.54, "item 273"
item 274, 96.95, 35.87, "item 274"
item 275, 76.92, 22.52, "item 275"
item 276, 73.14, 21.79, "item 276"
item 277, 31.54, 33.94, "item 277"
item 278, 45.88, 33.97, "item 278"
item 279, 3.33, 25.68, "item 279"
item 280, 60.75, 73.5, "item 280"
item 281, 94.02, 23.3, "item 281"
item 282, 91.23, 23.18, "item 282"
item 283, 95.3, 74.2, "item 283"
item 284, 81.6, 87.67, "item 284"
item 285, 64.56, 8.31, "item 285"
item 286, 6.14, 18.62, "item 286"
item 287, 84.46, 56.03, "item 287"
item 288, 18.58, 15.01, "item 288"
item 289, 23.92, 37.2, "item 289"
item 290, 41.39, 6.31, "item 290"
item 291, 83.34, 4.2, "item 291"
item 292, 23.98, 71.18, "item 292"
item 293, 24.47, 69.1, "item 293"
item 294, 80.27, 18.33, "item 294"
item 295, 57.11, 69.78, "item 295"
item 296, 2.26, 57.51, "item 296"
item 297, 78.53, 33.29, "item 297"
item 298, 33.67, 18.65, "item 298"
item 299, 39.51, 76.09, "item 299"
item 300, 80.04, 34.82, "item 300"
item 301, 41.04, 40.08, "item 301"
item 302, 25.73, 90.88, "item 302"
item 303, 49.62, 1.26, "item 303"
item 304, 26.28, 53.94, "item 304"
item 305, 55.85, 3.19, "item 305"
item 306, 45.5, 43.65, "item 306"
item 307, 91.08, 61.59, "item 307"
item 308, 10.46, 71.33, "item 308"
item 309, 59.59, 58.28, "item 309"
item 310, 64.91, 74.86, "item 310"
item 311, 40.5, 92.68, "item 311"
item 312, 11.73, 3.43, "item 312"
item 313, 62.4, 87.45, "item 313"
item 314, 48.53, 60.73, "item 314"
item 315, 56.52, 51.01, "item 315"
item 316, 16.89, 98.16, "item 316"
item 317, 49.6, 84.49, "item 317"
item 318, 5.49, 60.69, "item 318"
item 319, 66.38, 82.8, "item 319"
item 320, 70.04, 27.16, "item 320"
item 321, 73.49, 20.61, "item 321"
item 322, 58.87, 54.05, "item 322"
item 323, 11.43, 32.76, "item 323"
item 324, 61.89, 27.23, "item 324"
item 325, 29.32, 95.42, "item 325"
item 326, 33.08, 49.63, "item 326"
item 327, 58.42, 89.78, "item 327"
item 328, 71.51, 44.56, "item 328"
item 329, 34.68, 82.92, "item 329"
item 330, 84.56, 34.15, "item 330"
item 331, 7.99, 91.98, "item 331"
item 332, 98.52, 60.14, "item 332"
item 333, 56.39, 7.37, "item 333"
item 334, 26.11, 50.6, "item 334"
item 335, 57.25, 38.18, "item 335"
item 336, 48.54, 0, "item 336"
item 337, 54.08, 8.61, "item 337"
item 338, 20.41, 22.5, "item 338"
item 339, 97.87, 78.37, "item 339"
item 340, 59.78, 58.74, "item 340"
item 341, 34.5, 81.73, "item 341"
item 342, 42.97, 64.97, "item 342"
item 343, 56.45, 80.06, "item 343"
item 344, 83.72, 89.8, "item 344"
item 345, 35.83, 0.9, "item 345"
item 346, 39.99, 48.95, "item 346"
item 347, 8.75, 93.13, "item 347"
item 348, 57.76, 41.13, "item 348"
item 349, 86.03, 61.94, "item 349"
item 350, 31.46, 9.15, "item 350"
item 351, 24.49, 60.23, "item 351"
item 352, 32.63, 39.64, "item 352"
item 353, 4.45, 3.6, "item 353"
item 354, 34.97, 12.09, "item 354"
item 355, 24.27, 45.03, "item 355"
item 356, 42.61, 53.02, "item 356"
item 357, 40.74, 92.19, "item 357"
item 358, 10.5, 25.12, "item 358"
item 359, 55.28, 75.68, "item 359"
item 360, 31.36, 82.4, "item 360"
item 361, 70.31, 79.36, "item 361"
item 362, 51.71, 52.39, "item 362"
item 363, 17.54, 25.63, "item 363"
item 364, 71.21, 64.44, "item 364"
item 365, 90.44, 67.78, "item 365"
item 366, 74.04, 28.87, "item 366"
item 367, 97.11, 79.13, "item 367"
item 368, 38.91, 86.3, "item 368"
item 369, 86.09, 44.55, "item 369"
item 370, 75.05, 88.39, "item 370"
item 371, 88.14, 53.67, "item 371"
item 372, 35.66, 41.97, "item 372"
item 373, 59.73, 67.02, "item 373"
item 374, 67.33, 46.71, "item 374"
item 375, 10.21, 76.66, "item 375"
item 376, 64.27, 83.58, "item 376"
item 377, 44.18, 10.82, "item 377"
item 378, 9.46, 65.67, "item 378"
item 379, 52.69, 38.54, "item 379"
item 380, 1.49, 46.19, "item 380"
item 381, 42.68, 14.88, "item 381"
item 382, 85.36, 89.42, "item 382"
item 383, 2.79, 69.61, "item 383"
item 384, 28.25, 49.42, "item 384"
item 385, 65.25, 83.22, "item 385"
item 386, 7.39, 68.73, "item 386"
item 387, 38.84, 12.94, "item 387"
item 388, 5.72, 4.68, "item 388"
item 389, 55.62, 28.2, "item 389"
item 390, 43.67, 14.4, "item 390"
item 391, 95.58, 90.47, "item 391"
item 392, 10.2, 81.32, "item 392"
item 393, 27.68, 65.08, "item 393"
item 394, 94.93, 45.8, "item 394"
item 395, 32.89, 84.67, "item 395"
item 396, 64.56, 10.29, "item 396"
item 397, 55.83, 92.61, "item 397"
item 398, 71.35, 25.59, "item 398"
item 399, 64.91, 83.03, "item 399"
item 400, 29.31, 28.88, "item 400"
item 401, 88.08, 19.41, "item 401"
item 402, 44.7, 96.5, "item 402"
item 403, 30.82, 57.56, "item 403"
item 404, 40.98, 94.88, "item 404"
item 405, 76.36, 20.99, "item 405"
item 406, 76.29, 61.39, "item 406"
item 407, 14.28, 76.64, "item 407"
item 408, 10.86, 23.94, "item 408"
item 409, 42.85, 37.02, "item 409"
item 410, 45.99, 72.41, "item 410"
item 411, 42.9, 71.51, "item 411"
item 412, 21.99, 28.39, "item 412"
item 413, 26.79, 43.73, "item 413"
item 414, 32.78, 20.4, "item 414"
item 415, 24.49, 4.55, "item 415"
item 416, 87.1, 61.16, "item 416"
item 417, 80.67, 61.23, "item 417"
item 418, 22.25, 40.51, "item 418"
item 419, 1.8, 11.73, "item 419"
item 420, 55.71, 93.35, "item 420"
item 421, 10.05, 80.42, "item 421"
item 422, 41.33, 75.05, "item 422"
item 423, 32.22, 16.46, "item 423"
item 424, 82.94, 78.89, "item 424"
item 425, 76.12, 19.28, "item 425"
item 426, 45.77, 59.55, "item 426"
item 427, 24.23, 37.06, "item 427"
item 428, 98.21, 84.78, "item 428"
item 429, 5.19, 43.4, "item 429"
item 430, 10.7, 23.17, "item 430"
item 431, 87.18, 35.2, "item 431"
item 432, 36.47, 90.56, "item 432"
item 433, 74.18, 10.33, "item 433"
item 434, 99.62, 19.27, "item 434"
item 435, 76.04, 77.49, "item 435"
item 436, 20.1, 85.4, "item 436"
item 437, 66.27, 22.78, "item 437"
item 438, 12.3, 27.41, "item 438"
item 439, 37.77, 7.53, "item 439"
item 440, 4.13, 16.36, "item 440"
item 441, 15.9, 0.1, "item 441"
item 442, 36.91, 92.53, "item 442"
item 443, 90.92, 50.74, "item 443"
item 444, 22.88, 66.37, "item 444"
item 445, 87.18, 3.19, "item 445"
item 446, 56.79, 92.57, "item 446"
item 447, 95.21, 99.08, "item 447"
item 448, 0.72, 65.37, "item 448"
item 449, 54.93, 72.19, "item 449"
item 450, 87.27, 50.33, "item 450"
item 451, 92.55, 48.1, "item 451"
item 452, 15.06, 63.27, "item 452"
item 453, 82.47, 62.15, "item 453"
item 454, 42.93, 30.79, "item 454"
item 455, 26.27, 83.46, "item 455"
item 456, 24.18, 18.04, "item 456"
item 457, 15.2, 86.01, "item 457"
item 458, 60.64, 89.71, "item 458"
item 459, 70.25, 39.26, "item 459"
item 460, 98.08, 77.62, "item 460"
item 461, 34.3, 0.06, "item 461"
item 462, 28.8, 64.69, "item 462"
item 463, 24.4, 75.44, "item 463"
item 464, 15.07, 59.08, "item 464"
item 465, 39.51, 91.34, "item 465"
item 466, 98.25, 24.57, "item 466"
item 467, 58.28, 46.43, "item 467"
item 468, 11.96, 53.62, "item 468"
item 469, 55.26, 51.89, "item 469"
item 470, 75.11, 18.33, "item 470"
item 471, 9.49, 58.42, "item 471"
item 472, 0.91, 10.76, "item 472"
item 473, 79.2, 49.6, "item 473"
item 474, 20.98, 89.33, "item 474"
item 475, 68.44, 37.48, "item 475"
item 476, 90.68, 80.47, "item 476"
item 477, 17.33, 30.41, "item 477"
item 478, 10.97, 46.11, "item 478"
item 479, 6.08, 55.82, "item 479"
item 480, 75.2, 16.55, "item 480"
item 481, 74.84, 11.63, "item 481"
item 482, 24.86, 5.55, "item 482"
item 483, 26.39, 88.32, "item 483"
item 484, 77.43, 69.92, "item 484"
item 485, 96.79, 51.16, "item 485"
item 486, 71.78, 49.57, "item 486"
item 487, 50.09, 96.84, "item 487"
item 488, 61.27, 25.21, "item 488"
item 489, 77.86, 2.28, "item 489"
item 490, 73.91, 61.34, "item 490"
item 491, 61.37, 64.33, "item 491"
item 492, 49.55, 59.31, "item 492"
item 493, 85.15, 89.01, "item 493"
item 494, 59.44, 31.99, "item 494"
item 495, 74.11, 26.18, "item 495"
item 496, 10.84, 25.22, "item 496"
item 497, 63.31, 61.48, "item 497"
item 498, 40.27, 53.79, "item 498"
item 499, 99.45, 70.99, "item 499"
item 500, 3.19, 89.94, "item 500"
item 501, 16.11, 16.38, "item 501"
item 502, 74.85, 41.01, "item 502"
item 503, 21.12, 8.02, "item 503"
item 504, 87.38, 79.63, "item 504"
item 505, 83.53, 92.05, "item 505"
item 506, 41.5, 44.19, "item 506"
item 507, 10.34, 23.64, "item 507"
item 508, 47.89, 10.88, "item 508"
item 509, 58.56, 73.08, "item 509"
item 510, 72.64, 49.07, "item 510"
item 511, 36.83, 74.04, "item 511"
item 512, 84.24, 11.29, "item 512"
item 513, 12.88, 64.13, "item 513"
item 514, 25.25, 76.14, "item 514"
item 515, 57.66, 86.37, "item 515"
item 516, 60.76, 58.14, "item 516"
item 517, 25.5, 17.79, "item 517"
item 518, 88.13, 21.71, "item 518"
item 519, 90.46, 65.72, "item 519"
item 520, 27.52, 88.47, "item 520"
item 521, 33.51, 26.22, "item 521"
item 522, 51.1, 6.65, "item 522"
item 523, 2.76, 30.06, "item 523"
item 524, 50.52, 59.24, "item 524"
item 525, 49.13, 11.24, "item 525"
item 526, 86.7, 23.82, "item 526"
item 527, 74.04, 20.6, "item 527"
item 528, 13.74, 60.91, "item 528"
item 529, 12.12, 72.9, "item 529"
item 530, 19.76, 0.02, "item 530"
item 531, 12.07, 59.54, "item 531"
item 532, 81.29, 13.16, "item 532"
item 533, 71.81, 80.93, "item 533"
item 534, 85.21, 13.78, "item 534"
item 535, 30.3, 52.84, "item 535"
item 536, 32.22, 96.14, "item 536"
item 537, 17.71, 19.18, "item 537"
item 538, 99.46, 34.67, "item 538"
item 539, 17.9, 59.92, "item 539"
item 540, 6.13, 95.71, "item 540"
item 541, 3.09, 17.57, "item 541"
item 542, 95.89, 75.44, "item 542"
item 543, 58.97, 77.85, "item 543"
item 544, 22.3, 66.38, "item 544"
item 545, 30.39, 31.45, "item 545"
item 546, 99.65, 72.81, "item 546"
item 547, 82.82, 12.05, "item 547"
item 548, 60.35, 40.25, "item 548"
item 549, 92.81, 53.12, "item 549"
item 550, 42.36, 38.03, "item 550"
item 551, 51.66, 31.03, "item 551"
item 552, 15.25, 35.64, "item 552"
item 553, 91.18, 65.16, "item 553"
item 554, 41.94, 43.11, "item 554"
item 555, 17.56, 27.11, "item 555"
item 556, 64.6, 43.81, "item 556"
item 557, 70.12, 70.53, "item 557"
item 558, 98, 33.96, "item 558"
item 559, 5.25, 30.74, "item 559"
item 560, 11.03, 97.35, "item 560"
item 561, 42.85, 59.03, "item 561"
item 562, 78.31, 86.12, "item 562"
item 563, 2.35, 50.35, "item 563"
item 564, 87.7, 48.67, "item 564"
item 565, 98.57, 95.01, "item 565"
item 566, 96.5, 44.48, "item 566"
item 567, 63.78, 35.3, "item 567"
item 568, 39.7, 12.29, "item 568"
item 569, 11.74, 35.99, "item 569"
item 570, 6.62, 12.66, "item 570"
item 571, 61.86, 83.96, "item 571"
item 572, 19.26, 49.19, "item 572"
item 573, 97.23, 17.05, "item 573"
item 574, 64.77, 83.29, "item 574"
item 575, 38.88, 44.27, "item 575"
item 576, 57.72, 96.98, "item 576"
item 577, 80.63, 60.71, "item 577"
item 578, 33.33, 25.12, "item 578"
item 579, 43.62, 79.12, "item 579"
item 580, 2.06, 74.19, "item 580"
item 581, 77.77, 97.04, "item 581"
item 582, 28.05, 67.97, "item 582"
item 583, 58.66, 93.69, "item 583"
item 584, 28.95, 12.4, "item 584"
item 585, 2.59, 3.81, "item 585"
item 586, 33.51, 51.57, "item 586"
item 587, 49.93, 47.11, "item 587"
item 588, 74.19, 94.58, "item 588"
item 589, 47.61, 1.49, "item 589"
item 590, 37.29, 29.32, "item 590"
item 591, 95.21, 95.65, "item 591"
item 592, 40.41, 3.16, "item 592"
item 593, 5.9, 62.67, "item 593"
item 594, 58.16, 42.86, "item 594"
item 595, 73.34, 39.68, "item 595"
item 596, 70.94, 6.49, "item 596"
item 597, 29.05, 20.97, "item 597"
item 598, 68.85, 8.67, "item 598"
item 599, 20.51, 71.85, "item 599"
item 600, 2.8, 37, "item 600"
item 601, 39.9, 88.89, "item 601"
item 602, 38.68, 82.52, "item 602"
item 603, 85.61, 48.42, "item 603"
item 604, 36.51, 39.73, "item 604"
item 605, 44.45, 19.63, "item 605"
item 606, 46.4, 92.94, "item 606"
item 607, 40.93, 31.4, "item 607"
item 608, 85.86, 94.71, "item 608"
item 609, 11.96, 72.43, "item 609"
item 610, 38.76, 59.59, "item 610"
item 611, 30.19, 73.39, "item 611"
item 612, 95.39, 41.63, "item 612"
item 613, 17.39, 66.39, "item 613"
item 614, 35.11, 37.7, "item 614"
item 615, 60.22, 42.7, "item 615"
item 616, 38.41, 60.46, "item 616"
item 617, 65.37, 32.34, "item 617"
item 618, 3.41, 54.39, "item 618"
item 619, 68.22, 10.81, "item 619"
item 620, 33.63, 86.35, "item 620"
item 621, 39.84, 97.73, "item 621"
item 622, 58.12, 28.12, "item 622"
item 623, 21, 49.5, "item 623"
item 624, 43.16, 62.51, "item 624"
item 625, 48.34, 64.13, "item 625"
item 626, 55.3, 87.07, "item 626"
item 627, 28.04, 9.96, "item 627"
item 628, 39.77, 59.47, "item 628"
item 629, 55.41, 62.19, "item 629"
item 630, 85.27, 27.69, "item 630"
item 631, 74.82, 81.07, "item 631"
item 632, 56.38, 14.27, "item 632"
item 633, 23.9, 93.85, "item 633"
item 634, 88.38, 79.14, "item 634"
item 635, 8.24, 49.16, "item 635"
item 636, 55.59, 68.07, "item 636"
item 637, 8.55, 96.47, "item 637"
item 638, 44.07, 65, "item 638"
item 639, 30.65, 6.52, "item 639"
item 640, 82.21, 5.79, "item 640"
item 641, 70.92, 88.74, "item 641"
item 642, 8.76, 77.88, "item 642"
item 643, 84.18, 80.9, "item 643"
item 644, 86.6, 26.12, "item 644"
item 645, 9.77, 83.12, "item 645"
item 646, 2.95, 8.29, "item 646"
item 647, 31.98, 83.28, "item 647"
item 648, 31.81, 95.64, "item 648"
item 649, 26.1, 74.51, "item 649"
item 650, 72.82, 93.57, "item 650"
item 651, 68.07, 96.18, "item 651"
item 652, 22.31, 65.34, "item 652"
item 653, 66.93, 39.99, "item 653"
item 654, 76.82, 77.94, "item 654"
item 655, 12.36, 49.72, "item 655"
item 656, 17.27, 53.21, "item 656"
item 657, 16.99, 9.35, "item 657"
item 658, 72.63, 99.74, "item 658"
item 659, 72.54, 57.86, "item 659"
item 660, 16.26, 21.38, "item 660"
item 661, 32.47, 91.21, "item 661"
item 662, 4.82, 46.82, "item 662"
item 663, 79.48, 11.84, "item 663"
item 664, 30.27, 1.28, "item 664"
item 665, 35.98, 64.48, "item 665"
item 666, 18.64, 46.15, "item 666"
item 667, 27.73, 53.3, "item 667"
item 668, 75.86, 45.42, "item 668"
item 669, 16.74, 69.89, "item 669"
item 670, 50.38, 78.58, "item 670"
item 671, 77.81, 74.22, "item 671"
item 672, 55.5, 9.15, "item 672"
item 673, 5.38, 61.42, "item 673"
item 674, 69.58, 34.84, "item 674"
item 675, 1.9, 16.01, "item 675"
item 676, 11.86, 91.17, "item 676"
item 677, 17.24, 2.37, "item 677"
item 678, 73.55, 53.78, "item 678"
item 679, 79.65, 65, "item 679"
item 680, 68.89, 86.02, "item 680"
item 681, 83.46, 15.82, "item 681"
item 682, 59.65, 8.86, "item 682"
item 683, 75.57, 66.54, "item 683"
item 684, 97.78, 27.27, "item 684"
item 685, 13.99, 24.23, "item 685"
item 686, 25.56, 33.92, "item 686"
item 687, 54.86, 5.09, "item 687"
item 688, 70.52, 24.85, "item 688"
item 689, 61.54, 38.02, "item 689"
item 690, 73.06, 4.13, "item 690"
item 691, 19.14, 22.45, "item 691"
item 692, 88.95, 25.01, "item 692"
item 693, 80.84, 77.82, "item 693"
item 694, 15.7, 13.41, "item 694"
item 695, 68.89, 71.45, "item 695"
item 696, 2.38, 46.54, "item 696"
item 697, 2.05, 40.18, "item 697"
item 698, 15.67, 13.98, "item 698"
item 699, 24.04, 27.41, "item 699"
item 700, 51.38, 71.55, "item 700"
item 701, 62.8, 41.53, "item 701"
