item 228, 62.83, 98.85, "item 228"
item 229, 45.85, 70.37, "item 229"
item 230, 6.2, 70.28, "item 230"
item 231, 66.41, 91.95, "item 231"
item 232, 90.66, 11.62, "item 232"
item 233, 50.5, 67.08, "item 233"
item 234, 69.7, 90.25, "item 234"
item 235, 98.27, 55.96, "item 235"
item 236, 65.63, 15.95, "item 236"
item 237, 38.1, 34.29, "item 237"
item 238, 61.96, 27.25, "item 238"
item 239, 8.73, 86.13, "item 239"
item 240, 62.08, 53.61, "item 240"
item 241, 46.47, 59.86, "item 241"
item 242, 9.79, 59.49, "item 242"
item 243, 37.19, 50.48, "item 243"
item 244, 8.56, 84.73, "item 244"
item 245, 73.24, 80.45, "item 245"
item 246, 21.09, 31.48, "item 246"
item 247, 89.01, 39.57, "item 247"
item 248, 78.69, 11.98, "item 248"
item 249, 35.81, 9.24, "item 249"
item 250, 80.49, 64.13, "item 250"
item 251, 96.86, 41.14, "item 251"
item 252, 16.86, 61.77, "item 252"
item 253, 35.67, 81.77, "item 253"
item 254, 8.37, 95.47, "item 254"
item 255, 18.03, 34.57, "item 255"
item 256, 11.81, 76.07, "item 256"
item 257, 46.53, 29.66, "item 257"
item 258, 8.44, 18.12, "item 258"
item 259, 99.32, 27.45, "item 259"
item 260, 55.82, 93.23, "item 260"
item 261, 70.26, 16.84, "item 261"
item 262, 54.37, 4.39, "item 262"
item 263, 66.27, 81.51, "item 263"
item 264, 52.6, 21.42, "item 264"
item 265, 29.73, 98.23, "item 265"
item 266, 90.76, 35.15, "item 266"
item 267, 18.27, 0.22, "item 267"
item 268, 61.55, 33.14, "item 268"
item 269, 92.89, 85.5, "item 269"
item 270, 49.02, 73.42, "item 270"
item 271, 36.21, 75.16, "item 271"
item 272, 91.49, 34.4, "item 272"
item 273, 46.95, 29.8, "item 273"
item 274, 3.36, 48.72, "item 274"
item 275, 34.4, 13.72, "item 275"
item 276, 81.56, 86.99, "item 276"
item 277, 67.06, 56.04, "item 277"
item 278, 17.42, 43.13, "item 278"
item 279, 13.23, 95.07, "item 279"
item 280, 32.38, 87.37, "item 280"
item 281, 48.47, 8.74, "item 281"
item 282, 56.79, 95.19, "item 282"
item 283, 94.35, 26.91, "item 283"
item 284, 75.13, 30.8, "item 284"
item 285, 96.4, 93.99, "item 285"
item 286, 67.99, 62.57, "item 286"
item 287, 45.01, 0.13, "item 287"
item 288, 91.65, 14.07, "item 288"
item 289, 92.67, 27.37, "item 289"
item 290, 49.13, 9.57, "item 290"
item 291, 23.06, 63.76, "item 291"
item 292, 23.37, 55.48, "item 292"
item 293, 83.33, 22.66, "item 293"
item 294, 62.77, 10.4, "item 294"
item 295, 99.45, 67.29, "item 295"
item 296, 31.88, 35.51, "item 296"
item 297, 56.37, 80.98, "item 297"
item 298, 66.27, 84.37, "item 298"
item 299, 39.7, 42.86, "item 299"
item 300, 99.17, 86.68, "item 300"
item 301, 3.65, 65.22, "item 301"
item 302, 60.09, 3.85, "item 302"
item 303, 51.09, 24.38, "item 303"
item 304, 80.36, 86.22, "item 304"
item 305, 86.21, 69.52, "item 305"
item 306, 79.41, 41.21, "item 306"
item 307, 27.14, 26, "item 307"
item 308, 46.77, 29.94, "item 308"
item 309, 47.13, 18.47, "item 309"
item 310, 79.46, 45.54, "item 310"
item 311, 46.06, 27.1, "item 311"
item 312, 82.36, 90.89, "item 312"
item 313, 41.01, 55.94, "item 313"
item 314, 89.89, 65.38, "item 314"
item 315, 4.84, 36.04, "item 315"
item 316, 21.22, 91.31, "item 316"
item 317, 74.23, 8.21, "item 317"
item 318, 38.72, 58.27, "item 318"
item 319, 95.52, 30.13, "item 319"
item 320, 39.2, 41.38, "item 320"
item 321, 75.22, 31.15, "item 321"
item 322, 71.14, 53.3, "item 322"
item 323, 55.38, 93.8, "item 323"
item 324, 37.51, 23.3, "item 324"
item 325, 38.71, 76.32, "item 325"
item 326, 13.49, 57.6, "item 326"
item 327, 47.66, 2.43, "item 327"
item 328, 81.03, 24.18, "item 328"
item 329, 13.28, 35.64, "item 329"
item 330, 58.08, 22.8, "item 330"
item 331, 54.42, 24.14, "item 331"
item 332, 79.54, 46.28, "item 332"
item 333, 26.28, 49.44, "item 333"
item 334, 68.84, 12.44, "item 334"
item 335, 88.21, 36.59, "item 335"
item 336, 24.39, 48.16, "item 336"
item 337, 65.11, 87.71, "item 337"
item 338, 33.64, 36.4, "item 338"
item 339, 54.19, 81.25, "item 339"
item 340, 18.82, 95.17, "item 340"
item 341, 59.36, 39.24, "item 341"
item 342, 13.24, 43.4, "item 342"
item 343, 19.38, 2.38, "item 343"
item 344, 64.58, 22.84, "item 344"
item 345, 32.51, 68.39, "item 345"
item 346, 62.63, 87.39, "item 346"
item 347, 70.52, 42.91, "item 347"
item 348, 92.92, 41.67, "item 348"
item 349, 17.74, 24.43, "item 349"
item 350, 24.82, 9.15, "item 350"
item 351, 67.44, 94.49, "item 351"
item 352, 52.74, 36.92, "item 352"
item 353, 56.65, 12.95, "item 353"
item 354, 22.82, 98.82, "item 354"
item 355, 23.34, 24.1, "item 355"
item 356, 93.74, 41.73, "item 356"
item 357, 25.31, 64.35, "item 357"
item 358, 99.83, 30.59, "item 358"
item 359, 68.75, 24.3, "item 359"
item 360, 7.71, 87.31, "item 360"
item 361, 56.54, 59.06, "item 361"
item 362, 83.35, 85.43, "item 362"
item 363, 80.78, 59.56, "item 363"
item 364, 15.48, 58.51, "item 364"
item 365, 52.79, 94.21, "item 365"
item 366, 73.41, 2.96, "item 366"
item 367, 84.3, 5.83, "item 367"
item 368, 12.72, 8.47, "item 368"
item 369, 8.53, 1.64, "item 369"
item 370, 80.34, 28.4, "item 370"
item 371, 56.68, 5.62, "item 371"
item 372, 12.39, 10.69, "item 372"
item 373, 86.5, 51.95, "item 373"
item 374, 62.58, 45.76, "item 374"
item 375, 92.78, 85.92, "item 375"
item 376, 46.69, 52.2, "item 376"
item 377, 16.82, 4.3, "item 377"
item 378, 39.77, 13.04, "item 378"
item 379, 11.7, 11.13, "item 379"
item 380, 16.38, 96.19, "item 380"
item 381, 13.13, 86.82, "item 381"
item 382, 81.58, 40.72, "item 382"
item 383, 12.16, 68.4, "item 383"
item 384, 0.5, 67.77, "item 384"
item 385, 24.99, 17.39, "item 385"
item 386, 97.72, 79.35, "item 386"
item 387, 7.88, 7.49, "item 387"
item 388, 64.23, 41.25, "item 388"
item 389, 70.5, 99.47, "item 389"
item 390, 79.38, 7.45, "item 390"
item 391, 99.82, 82.53, "item 391"
item 392, 27.85, 32.5, "item 392"
item 393, 18.53, 52.81, "item 393"
item 394, 67.73, 35.48, "item 394"
item 395, 66.8, 67.9, "item 395"
item 396, 84.7, 24.93, "item 396"
item 397, 14.39, 63.82, "item 397"
item 398, 49.52, 67.18, "item 398"
item 399, 81.15, 45.49, "item 399"
item 400, 80.99, 82.63, "item 400"
item 401, 68.41, 65.32, "item 401"
item 402, 5.55, 84.07, "item 402"
item 403, 81.14, 85.66, "item 403"
item 404, 95.37, 29.01, "item 404"
item 405, 51.31, 80.47, "item 405"
item 406, 62.15, 44.24, "item 406"
item 407, 56.65, 69.07, "item 407"
item 408, 81.17, 94.73, "item 408"
item 409, 65.65, 90.61, "item 409"
item 410, 21.09, 11.47, "item 410"
item 411, 29.88, 21.72, "item 411"
item 412, 59.18, 63.22, "item 412"
item 413, 87.41, 11.8, "item 413"
item 414, 68.45, 55.54, "item 414"
item 415, 37.64, 60.46, "item 415"
item 416, 73.85, 67.36, "item 416"
item 417, 96.91, 89.89, "item 417"
item 418, 87.65, 89.92, "item 418"
item 419, 46.91, 71.24, "item 419"
item 420, 50.85, 15.93, "item 420"
item 421, 43.23, 48.69, "item 421"
item 422, 27.19, 37.83, "item 422"
item 423, 60.35, 67.24, "item 423"
item 424, 18.75, 53.19, "item 424"
item 425, 11.09, 51.26, "item 425"
item 426, 98.4, 42.52, "item 426"
item 427, 93.24, 99.42, "item 427"
item 428, 82.97, 80.22, "item 428"
item 429, 84.64, 58.88, "item 429"
item 430, 3.62, 63, "item 430"
item 431, 28.69, 16.42, "item 431"
item 432, 64.55, 91.51, "item 432"
item 433, 26.95, 97.59, "item 433"
item 434, 20.18, 21.13, "item 434"
item 435, 82.65, 96.37, "item 435"
item 436, 41.92, 5.28, "item 436"
item 437, 19.68, 67, "item 437"
item 438, 90.63, 91.09, "item 438"
item 439, 35.35, 97.69, "item 439"
item 440, 58.43, 91.1, "item 440"
item 441, 31.75, 51.15, "item 441"
item 442, 94.5, 47.22, "item 442"
item 443, 10.9, 1.19, "item 443"
item 444, 83.49, 23.27, "item 444"
item 445, 11.46, 16.21, "item 445"
item 446, 2.15, 11.35, "item 446"
item 447, 11.56, 40.8, "item 447"
item 448, 40.37, 13.53, "item 448"
item 449, 20.91, 4.76, "item 449"
item 450, 35.86, 65.51, "item 450"
item 451, 38.47, 45.13, "item 451"
item 452, 38.34, 1.55, "item 452"
item 453, 57.09, 61.46, "item 453"
item 454, 88.84, 21.11, "item 454"
item 455, 55.33, 37.08, "item 455"
item 456, 72.23, 6.81, "item 456"
item 457, 28.65, 49.73, "item 457"
item 458, 77.27, 60.59, "item 458"
item 459, 76.79, 63.94, "item 459"
item 460, 77.17, 70.28, "item 460"
item 461, 82.56, 44.46, "item 461"
item 462, 26, 92.54, "item 462"
item 463, 88.15, 55.05, "item 463"
item 464, 51.5, 39.48, "item 464"
item 465, 99.7, 10.28, "item 465"
item 466, 13.1, 86.35, "item 466"
item 467, 27.96, 29.36, "item 467"
item 468, 85.65, 75.43, "item 468"
item 469, 3.72, 0.25, "item 469"
item 470, 23.82, 77.32, "item 470"
item 471, 90.27, 0.26, "item 471"
item 472, 59.96, 85.01, "item 472"
item 473, 52, 34.77, "item 473"
item 474, 89.19, 58.37, "item 474"
item 475, 28.04, 49.71, "item 475"
item 476, 99.22, 7.18, "item 476"
item 477, 3.22, 45.38, "item 477"
item 478, 9.82, 99.22, "item 478"
item 479, 64.48, 69.2, "item 479"
item 480, 96.99, 6.7, "item 480"
item 481, 80.38, 93.37, "item 481"
item 482, 90.16, 59.17, "item 482"
item 483, 43.83, 89.62, "item 483"
item 484, 47.46, 53.71, "item 484"
item 485, 73.51, 97.77, "item 485"
item 486, 33.62, 84.5, "item 486"
item 487, 78.37, 47.38, "item 487"
item 488, 47.72, 92.88, "item 488"
item 489, 51.32, 32.61, "item 489"
item 490, 74.08, 6.35, "item 490"
item 491, 73.14, 59, "item 491"
item 492, 58.46, 30.38, "item 492"
item 493, 75.75, 78.22, "item 493"
item 494, 43.92, 80.31, "item 494"
item 495, 35.16, 1.54, "item 495"
item 496, 35.87, 92.53, "item 496"
item 497, 38.69, 36.32, "item 497"
item 498, 4.31, 33.61, "item 498"
item 499, 98.65, 20.99, "item 499"
item 500, 72.73, 34.27, "item 500"
item 501, 64.93, 43.55, "item 501"
item 502, 87.77, 10.88, "item 502"
item 503, 23.02, 16.02, "item 503"
item 504, 11.45, 1.31, "item 504"
item 505, 50.52, 43.42, "item 505"
item 506, 28.71, 34.68, "item 506"
item 507, 45.19, 69.21, "item 507"
item 508, 17.08, 74.19, "item 508"
item 509, 30.77, 1.32, "item 509"
item 510, 82.13, 21.61, "item 510"
item 511, 92.89, 23.22, "item 511"
item 512, 23.12, 47.97, "item 512"
item 513, 96.75, 72.24, "item 513"
item 514, 56.01, 20.16, "item 514"
item 515, 90.61, 24, "item 515"
item 516, 88.07, 25.98, "item 516"
item 517, 4.83, 56.3, "item 517"
item 518, 7.65, 61.17, "item 518"
item 519, 14.83, 78.3, "item 519"
item 520, 25.44, 31.11, "item 520"
item 521, 48.03, 1.48, "item 521"
item 522, 79.51, 37.18, "item 522"
item 523, 80.13, 97.95, "item 523"
item 524, 95.41, 63.28, "item 524"
item 525, 83.56, 38.53, "item 525"
item 526, 74.74, 51.31, "item 526"
item 527, 62.89, 27.9, "item 527"
item 528, 70.74, 56.41, "item 528"
item 529, 35.56, 57.85, "item 529"
item 530, 98.04, 2.05, "item 530"
item 531, 94.2, 80.47, "item 531"
item 532, 15, 13.65, "item 532"
item 533, 17.3, 62.94, "item 533"
item 534, 11.93, 94.7, "item 534"
item 535, 78.52, 23.06, "item 535"
item 536, 35.9, 24.16, "item 536"
item 537, 41.86, 60.35, "item 537"
item 538, 84.16, 95.69, "item 538"
item 539, 19.93, 91.5, "item 539"
item 540, 1.76, 90.09, "item 540"
item 541, 15.45, 70.78, "item 541"
item 542, 26.41, 70.59, "item 542"
item 543, 62.41, 26.34, "item 543"
item 544, 33.78, 17.27, "item 544"
item 545, 32.65, 71.18, "item 545"
item 546, 49.68, 72.03, "item 546"
item 547, 75.95, 54.43, "item 547"
item 548, 12.26, 47.98, "item 548"
item 549, 17.49, 2.54, "item 549"
item 550, 86.96, 68.39, "item 550"
item 551, 44.96, 62.93, "item 551"
item 552, 59.47, 39.61, "item 552"
item 553, 79.69, 3.24, "item 553"
item 554, 58.33, 29.32, "item 554"
item 555, 40.85, 38.1, "item 555"
item 556, 87.12, 17.34, "item 556"
item 557, 80.13, 52.57, "item 557"
item 558, 79.04, 9.16, "item 558"
item 559, 85.18, 66.08, "item 559"
item 560, 21.35, 54.74, "item 560"
item 561, 24.66, 34.37, "item 561"
item 562, 35.86, 94.21, "item 562"
item 563, 35.15, 17.97, "item 563"
item 564, 43.1, 60.53, "item 564"
item 565, 30.46, 55.37, "item 565"
item 566, 82.2, 4.9, "item 566"
item 567, 48.12, 66.5, "item 567"
item 568, 6.77, 75.09, "item 568"
item 569, 34.03, 78.16, "item 569"
item 570, 27.27, 68.85, "item 570"
item 571, 6.66, 6.41, "item 571"
item 572, 25.03, 5.36, "item 572"
item 573, 35.03, 53.44, "item 573"
item 574, 19.75, 5.86, "item 574"
item 575, 10.87, 76.04, "item 575"
item 576, 32.69, 51.45, "item 576"
item 577, 94.96, 61.4, "item 577"
item 578, 51.35, 90.83, "item 578"
item 579, 69.57, 2.14, "item 579"
item 580, 67.51, 3.58, "item 580"
item 581, 35.06, 96.88, "item 581"
item 582, 30.64, 85.64, "item 582"
item 583, 47.02, 15.42, "item 583"
item 584, 30.91, 12.91, "item 584"
item 585, 2.25, 58.23, "item 585"
item 586, 2.51, 55.98, "item 586"
item 587, 46.83, 8.83, "item 587"
item 588, 16.32, 64.66, "item 588"
item 589, 97.61, 24.52, "item 589"
item 590, 13.72, 14.21, "item 590"
item 591, 39.63, 36.15, "item 591"
item 592, 18.2, 7.15, "item 592"
item 593, 86.23, 30.86, "item 593"
item 594, 49.86, 54.13, "item 594"
item 595, 66.2, 72.81, "item 595"
item 596, 59.6, 15.16, "item 596"
item 597, 32.75, 76.74, "item 597"
item 598, 94.16, 68.86, "item 598"
item 599, 72.75, 86.55, "item 599"
item 600, 1.07, 91.2, "item 600"
item 601, 31.72, 26.95, "item 601"
item 602, 83.52, 67.68, "item 602"
item 603, 59.77, 89.92, "item 603"
item 604, 18.89, 33.27, "item 604"
item 605, 26.78, 89.98, "item 605"
item 606, 62.16, 32.96, "item 606"
item 607, 51.46, 71.98, "item 607"
item 608, 65.45, 22.44, "item 608"
item 609, 38.03, 83.67, "item 609"
item 610, 58.26, 83.13, "item 610"
item 611, 16.96, 31.54, "item 611"
item 612, 49.79, 8.93, "item 612"
item 613, 41.46, 22.79, "item 613"
item 614, 33.99, 32.72, "item 614"
item 615, 0.39, 59.1, "item 615"
item 616, 0.99, 0.16, "item 616"
item 617, 69.88, 88.38, "item 617"
item 618, 84.35, 65.48, "item 618"
item 619, 41.07, 39.73, "item 619"
item 620, 2.52, 79.22, "item 620"
item 621, 29.21, 63.6, "item 621"
item 622, 85.18, 61.7, "item 622"
item 623, 90.77, 74.38, "item 623"
item 624, 10.24, 7.4, "item 624"
item 625, 49.45, 45.89, "item 625"
item 626, 15.71, 45.48, "item 626"
item 627, 59.39, 41.5, "item 627"
item 628, 92.14, 89.18, "item 628"
item 629, 14.42, 70.09, "item 629"
item 630, 6.1, 43.35, "item 630"
item 631, 46.02, 46.7, "item 631"
item 632, 52.53, 3.22, "item 632"
item 633, 39.36, 2.47, "item 633"
item 634, 85.3, 69.83, "item 634"
item 635, 36.71, 32.25, "item 635"
item 636, 28.64, 28, "item 636"
item 637, 90.66, 90.23, "item 637"
item 638, 29.7, 81.36, "item 638"
item 639, 75.81, 44.09, "item 639"
item 640, 72.63, 15.35, "item 640"
item 641, 66.7, 76.41, "item 641"
item 642, 37.82, 64.24, "item 642"
item 643, 42.44, 78.32, "item 643"
item 644, 56.66, 90.68, "item 644"
item 645, 84.02, 14.91, "item 645"
item 646, 81.6, 47.91, "item 646"
item 647, 88.69, 54.61, "item 647"
item 648, 64.19, 83.24, "item 648"
item 649, 38.07, 45.28, "item 649"
item 650, 9.6, 59.37, "item 650"
item 651, 21.26, 88.71, "item 651"
item 652, 55.13, 14.97, "item 652"
item 653, 32.37, 12.28, "item 653"
item 654, 2.39, 59.84, "item 654"
item 655, 33.17, 61.39, "item 655"
item 656, 17.95, 1.49, "item 656"
item 657, 95.65, 39.76, "item 657"
item 658, 5.82, 29.71, "item 658"
item 659, 17.15, 5.95, "item 659"
item 660, 46.54, 43.74, "item 660"
item 661, 30.68, 93.7, "item 661"
item 662, 92.2, 92.68, "item 662"
item 663, 17.37, 61.78, "item 663"
item 664, 4.67, 13.69, "item 664"
item 665, 64.28, 94.22, "item 665"
item 666, 25.01, 95.27, "item 666"
item 667, 1.13, 66.03, "item 667"
item 668, 66.08, 62.81, "item 668"
item 669, 92.38, 61.29, "item 669"
item 670, 27.56, 82.56, "item 670"
item 671, 57.19, 80.7, "item 671"
item 672, 42.89, 6.62, "item 672"
item 673, 39.51, 3.83, "item 673"
item 674, 80.73, 36.25, "item 674"
item 675, 52.36, 77.58, "item 675"
item 676, 40.46, 64.04, "item 676"
item 677, 76.65, 87.17, "item 677"
item 678, 0.53, 66.08, "item 678"
item 679, 2.95, 28.04, "item 679"
item 680, 1.38, 54.86, "item 680"
item 681, 66.75, 38.35, "item 681"
item 682, 70.58, 70.54, "item 682"
item 683, 42.81, 70.13, "item 683"
item 684, 26.59, 83.96, "item 684"
item 685, 31.87, 74.34, "item 685"
item 686, 30.06, 8, "item 686"
item 687, 94.54, 50.26, "item 687"
item 688, 86.47, 65.81, "item 688"
item 689, 61.36, 62.63, "item 689"
item 690, 42.48, 44.12, "item 690"
item 691, 75.47, 61.51, "item 691"
item 692, 59.9, 67.65, "item 692"
item 693, 4.9, 49.2, "item 693"
item 694, 95.64, 66.8, "item 694"
item 695, 95.18, 26.15, "item 695"
item 696, 63.99, 75.04, "item 696"
item 697, 19.8, 13.59, "item 697"
item 698, 8.2, 84.37, "item 698"
item 699, 26.04, 94.39, "item 699"
item 700, 62.56, 8.1, "item 700"
item 701, 66.54, 35.66, "item 701"
